Survived,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,0.22090977632571,0.034743286152731485,0,0,1,1,0,0,0,1
0,0.08268409148027142,0.07746484096553544,0,0,1,0,1,0,0,1
0,0.2586076903744659,0.01522458606692728,0,0,1,0,1,0,0,1
1,0.610454888162855,0.1497654242623688,1,0,0,1,0,1,0,0
1,0.35913546117114853,0.050748620223090936,0,1,0,1,0,0,0,1
0,0.8115104297562202,0.1209753416358076,1,0,0,0,1,1,0,0
1,0.2586076903744659,0.020494635090094415,0,1,0,1,0,0,0,1
0,0.35285247549635584,0.014110458666029575,0,0,1,0,1,1,0,0
1,0.05755214878110078,0.05416439273810667,0,1,0,1,0,0,0,1
0,0.1329479768786127,0.09154270340242172,0,0,1,0,1,0,0,1
0,0.2711736617240512,0.014110458666029575,0,0,1,0,1,1,0,0
0,0.5601910027645137,0.16293234896625058,1,0,0,0,1,0,0,1
0,0.04498617743151546,0.05445717323939373,0,0,1,0,1,0,0,1
1,0.35913546117114853,0.020494635090094415,0,1,0,1,0,0,0,1
0,0.2334757476752953,0.015923941091001644,0,0,1,0,1,0,0,1
1,0.20834380497612465,0.015468569817999833,0,0,1,1,0,0,0,1
0,0.32143754712239253,0.016908073949327893,0,0,1,0,1,0,0,1
0,0.39683337521990447,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.19577783362653933,0.09154270340242172,0,0,1,1,0,0,0,1
0,0.2586076903744659,0.1434624456306609,0,1,0,0,1,0,0,1
0,0.32143754712239253,0.028212719478023115,0,0,1,0,1,1,0,0
1,0.39683337521990447,0.11027245763075773,0,0,1,0,1,0,0,1
0,0.3088715757728072,0.014931805565640218,0,0,1,0,1,0,0,1
1,0.005152048253329982,0.056604230248832196,0,1,0,0,1,0,0,1
1,0.37170143252073384,0.024349578357040744,0,0,1,1,0,0,0,1
0,0.2711736617240512,0.017566830077223785,0,0,1,0,1,0,0,1
1,0.35913546117114853,0.018542765081513996,0,0,1,0,1,0,0,1
0,0.34656948982156316,0.09193307740413781,1,0,0,0,1,0,0,1
1,0.20834380497612465,0.020494635090094415,0,1,0,1,0,0,0,1
1,0.4093993465694898,0.030937139635999665,0,0,1,1,0,0,0,1
0,0.19577783362653933,0.06709553154495196,0,0,1,0,1,0,0,1
1,0.2837396330736366,0.5133418122566507,1,0,0,1,0,0,0,1
0,0.2963056044232219,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.35913546117114853,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.24604171902488062,0.015330377421392339,0,0,1,0,1,0,0,1
0,0.5727569741140991,0.11940564777490723,1,0,0,0,1,0,0,1
0,0.32143754712239253,0.04015972542654215,0,0,1,0,1,0,0,1
0,0.7361146016587082,0.014151057562208049,0,0,1,0,1,0,0,1
0,0.8869062578537321,0.06764049365134761,1,0,0,0,1,1,0,0
1,0.2837396330736366,0.12366716556464086,1,0,0,0,1,1,0,0
1,0.4219653179190751,0.044893010197349675,0,1,0,1,0,0,0,1
0,0.4219653179190751,0.050748620223090936,0,1,0,0,1,0,0,1
0,0.34656948982156316,0.015411575213749286,0,0,1,1,0,0,0,1
0,0.2586076903744659,0.15085515328815924,1,0,0,0,1,0,0,1
0,0.4093993465694898,0.016891873428256675,0,0,1,0,1,0,0,1
0,0.4596632319678311,0.015468569817999833,0,0,1,0,1,0,0,1
0,0.34656948982156316,0.015411575213749286,0,0,1,0,1,0,0,1
1,0.2586076903744659,0.014931805565640218,0,0,1,1,0,0,0,1
0,0.4722292033174164,0.015411575213749286,0,0,1,0,1,0,0,1
0,0.5853229454636844,0.10149724044618187,1,0,0,0,1,0,0,1
0,0.17692887660216136,0.028212719478023115,0,0,1,1,0,1,0,0
0,0.2711736617240512,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.24604171902488062,0.019177122834302632,0,0,1,1,0,0,0,1
0,0.20834380497612465,0.028220722145058292,0,0,1,1,0,1,0,0
0,0.2586076903744659,0.015468569817999833,0,0,1,0,1,0,0,1
0,0.8806232721789394,0.015126992566498259,0,0,1,0,1,0,1,0
0,0.35913546117114853,0.04098927018018883,0,1,0,0,1,0,0,1
0,0.2963056044232219,0.4831284260198326,1,0,0,0,1,1,0,0
0,0.01985423473234481,0.06104473451835265,0,0,1,1,0,0,0,1
0,0.2586076903744659,0.1434624456306609,0,1,0,0,1,0,0,1
0,0.40311636089469716,0.058694292654020104,0,1,0,0,1,1,0,0
1,0.40311636089469716,0.025374310111545468,0,1,0,1,0,0,0,1
0,0.6732847449107816,0.15085515328815924,1,0,0,0,1,0,0,1
1,0.14551394822819805,0.021942337075458514,0,0,1,0,1,1,0,0
1,0.2963056044232219,0.01393967004027879,0,0,1,0,1,0,0,1
0,0.5601910027645137,0.013614293309848433,0,0,1,0,1,0,0,1
0,0.4093993465694898,0.015411575213749286,0,0,1,0,1,1,0,0
0,0.24604171902488062,0.013760683560491965,0,0,1,0,1,0,0,1
0,0.5853229454636844,0.028302115124416098,0,0,1,1,0,0,0,1
1,0.35913546117114853,0.050748620223090936,0,1,0,1,0,0,0,1
0,0.3088715757728072,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.2837396330736366,0.02936744577509929,0,1,0,0,1,1,0,0
1,0.2334757476752953,0.051301584996521765,1,0,0,1,0,0,0,1
0,0.4596632319678311,0.10364429745562033,1,0,0,0,1,0,0,1
0,0.19577783362653933,0.01798980030808316,0,0,1,0,1,0,0,1
0,0.2963056044232219,0.15458810467956932,1,0,0,0,1,1,0,0
1,0.2711736617240512,0.015126992566498259,0,0,1,1,0,0,0,1
1,0.2963056044232219,0.030937139635999665,0,0,1,1,0,0,0,1
0,0.2334757476752953,0.013175122557917838,0,0,1,0,1,0,1,0
0,0.22090977632571,0.022446505098674838,0,1,0,0,1,0,0,1
0,0.2334757476752953,0.07173122281533045,0,1,0,0,1,0,0,1
1,0.33400351847197784,0.015216388212891242,0,0,1,0,1,0,0,1
0,0.10781603417944208,0.06709553154495196,0,0,1,1,0,0,0,1
0,0.4533802462930384,0.050748620223090936,0,1,0,0,1,0,0,1
0,0.5224930887157577,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.6355868308620256,0.02444717185746977,0,1,0,0,1,0,0,1
1,0.2711736617240512,0.12999454257145598,1,0,0,1,0,0,0,1
0,0.6921337019351597,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.5036441316913798,0.028302115124416098,0,0,1,0,1,0,0,1
0,0.6355868308620256,0.11980421963065935,1,0,0,0,1,1,0,0
1,0.19577783362653933,0.015094396337354966,0,0,1,1,0,0,1,0
0,0.37170143252073384,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.5476250314149284,0.031425107138144774,0,0,1,0,1,0,0,1
1,0.49736114601658704,0.030741952635141623,0,1,0,1,0,0,0,1
0,0.32143754712239253,0.015175789316712771,0,0,1,0,1,0,0,1
0,0.20834380497612465,0.016908073949327893,0,0,1,0,1,0,0,1
0,0.007288263382759488,0.07746484096553544,0,0,1,0,1,0,0,1
1,0.10781603417944208,0.04006213192611313,0,0,1,0,1,0,0,1
0,0.5601910027645137,0.05445717323939373,0,0,1,1,0,0,0,1
0,0.34656948982156316,0.11027245763075773,0,0,1,0,1,0,0,1
0,0.7612465443578789,0.06538764528744409,1,0,0,0,1,0,0,1
0,0.04498617743151546,0.05684821399990475,0,0,1,0,1,0,1,0
1,0.007288263382759488,0.021730754366528396,0,0,1,1,0,0,0,1
0,0.2586076903744659,0.015468569817999833,0,0,1,0,1,0,0,1
0,0.6984166876099522,0.05991421140938287,1,0,0,0,1,1,0,0
0,0.22090977632571,0.015330377421392339,0,0,1,0,1,0,0,1
0,0.6230208595124404,0.05604306762136532,1,0,0,1,0,1,0,0
0,0.37170143252073384,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.4470972606182458,0.0,0,0,1,0,1,0,0,1
0,0.10781603417944208,0.06126431989431795,0,0,1,0,1,0,0,1
1,0.007288263382759488,0.07612293033463641,0,1,0,0,1,0,0,1
1,0.04498617743151546,0.04298993693898376,0,0,1,1,0,0,0,1
1,0.5601910027645137,0.051822148727810165,1,0,0,0,1,0,0,1
0,0.49736114601658704,0.030253985132996517,0,0,1,0,1,0,1,0
0,0.4470972606182458,0.015411575213749286,0,0,1,0,1,0,0,1
1,0.39683337521990447,0.025374310111545468,0,1,0,1,0,0,0,1
0,0.2334757476752953,0.025374310111545468,0,1,0,0,1,0,0,1
1,0.2334757476752953,0.015330377421392339,0,0,1,1,0,0,0,1
1,0.032420206081930136,0.050748620223090936,0,1,0,0,1,0,0,1
1,0.5476250314149284,0.05410739813385612,1,0,0,1,0,1,0,0
1,0.723548630309123,0.2859895551532101,1,0,0,1,0,1,0,0
0,0.5224930887157577,0.01640390592611157,0,0,1,0,1,0,0,1
0,0.2963056044232219,0.025374310111545468,0,1,0,1,0,0,0,1
0,0.34656948982156316,0.018542765081513996,0,0,1,0,1,0,0,1
0,0.4219653179190751,0.012678957201736696,0,0,1,0,1,0,0,1
0,0.5664739884393064,0.014102260811993537,0,0,1,0,1,1,0,0
1,0.22090977632571,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.01985423473234481,0.02042143996477265,0,0,1,1,0,0,0,1
0,0.39683337521990447,0.030937139635999665,0,0,1,0,1,0,0,1
1,0.32143754712239253,0.036670757786204655,0,0,1,0,1,1,0,0
1,0.19577783362653933,0.015126992566498259,0,0,1,1,0,0,1,0
1,0.49736114601658704,0.060507970265993034,1,0,0,0,1,1,0,0
0,0.2963056044232219,0.013760683560491965,0,0,1,0,1,0,0,1
1,0.4345312892686604,0.04098927018018883,0,1,0,1,0,0,0,1
0,0.2711736617240512,0.014151057562208049,0,0,1,0,1,0,0,1
0,0.37170143252073384,0.025374310111545468,0,1,0,0,1,0,0,1
1,0.38426740387031916,0.22109807522194713,1,0,0,1,0,1,0,0
1,0.33400351847197784,0.015468569817999833,0,0,1,1,0,0,0,1
0,0.5224930887157577,0.05270049023167135,0,1,0,0,1,0,0,1
1,0.39683337521990447,0.14891148113361488,1,0,0,1,0,1,0,0
0,0.37170143252073384,0.020494635090094415,0,1,0,0,1,0,0,1
1,0.19577783362653933,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.33400351847197784,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.6355868308620256,0.015712553569072387,0,0,1,0,1,0,0,1
1,0.4722292033174164,0.17566830077223786,1,0,0,0,1,0,0,1
0,0.2711736617240512,0.018249984580226933,0,0,1,0,1,0,0,1
1,0.2334757476752953,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.2523247046996733,0.014151057562208049,0,0,1,0,1,0,0,1
0,0.22090977632571,0.025374310111545468,0,1,0,0,1,0,0,1
1,0.4345312892686604,0.16293234896625058,1,0,0,1,0,0,0,1
0,0.35913546117114853,0.015175789316712771,0,0,1,0,1,0,0,1
0,0.7361146016587082,0.026350245115835676,0,1,0,0,1,0,0,1
1,0.05755214878110078,0.06126431989431795,0,0,1,1,0,0,0,1
0,0.2963056044232219,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.5476250314149284,0.050748620223090936,0,1,0,0,1,0,0,1
1,0.09525006282985675,0.05123658772523604,0,1,0,1,0,0,0,1
0,0.2334757476752953,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.4093993465694898,0.023959204355324663,0,1,0,0,1,0,0,1
0,0.35913546117114853,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.2711736617240512,0.013907073811135496,0,0,1,0,1,0,0,1
0,0.37170143252073384,0.014102260811993537,0,0,1,0,1,1,0,0
0,0.5476250314149284,0.17566830077223786,1,0,0,0,1,0,1,0
0,0.3088715757728072,0.015175789316712771,0,0,1,1,0,0,0,1
1,0.2963056044232219,0.028302115124416098,0,1,0,1,0,0,0,1
1,0.4596632319678311,0.10257896680493714,1,0,0,0,1,0,0,1
0,0.6732847449107816,0.050748620223090936,0,1,0,0,1,0,0,1
0,0.35913546117114853,0.02042143996477265,0,0,1,1,0,0,0,1
0,0.7738125157074642,0.051822148727810165,1,0,0,0,1,0,0,1
0,0.37170143252073384,0.031425107138144774,0,0,1,0,1,0,0,1
0,0.5099271173661725,0.039452172548431745,0,0,1,1,0,0,0,1
1,0.35913546117114853,0.029757819776815374,0,0,1,1,0,1,0,0
1,0.37170143252073384,0.16883675574220638,1,0,0,1,0,0,0,1
1,0.4345312892686604,1.0,1,0,0,1,0,1,0,0
1,0.6230208595124404,0.050748620223090936,0,1,0,1,0,0,0,1
1,0.032420206081930136,0.06126431989431795,0,0,1,0,1,0,0,1
0,0.648152802211611,0.1554664461834305,1,0,0,0,1,0,0,1
0,0.49736114601658704,0.0,1,0,0,0,1,0,0,1
0,0.4470972606182458,0.020494635090094415,0,1,0,0,1,0,0,1
0,0.19577783362653933,0.07746484096553544,0,0,1,0,1,0,0,1
1,0.3088715757728072,0.015175789316712771,0,0,1,0,1,0,0,1
1,0.723548630309123,0.2995388511917728,1,0,0,1,0,0,0,1
1,0.4345312892686604,0.2647385704347907,1,0,0,1,0,0,0,1
1,0.3088715757728072,0.0,0,0,1,0,1,0,0,1
1,0.5099271173661725,0.038061465167318204,0,1,0,1,0,0,0,1
0,0.4596632319678311,0.057970539254838485,1,0,0,0,1,1,0,0
1,0.7863784870570495,0.15216446768991498,1,0,0,1,0,0,0,1
0,0.5601910027645137,0.015126992566498259,0,0,1,1,0,0,0,1
0,0.08268409148027142,0.05684821399990475,0,0,1,0,1,0,1,0
1,0.4345312892686604,0.03952536767375352,0,0,1,1,0,0,0,1
0,0.8115104297562202,0.015126992566498259,0,0,1,0,1,0,1,0
0,0.34656948982156316,0.015330377421392339,0,0,1,0,1,0,0,1
0,0.19577783362653933,0.018542765081513996,0,0,1,0,1,0,0,1
1,0.2334757476752953,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.4093993465694898,0.016908073949327893,0,0,1,0,1,1,0,0
1,0.37170143252073384,0.018542765081513996,0,0,1,0,1,0,0,1
0,0.2711736617240512,0.015411575213749286,0,0,1,0,1,0,0,1
1,0.5224930887157577,0.025374310111545468,0,1,0,0,1,0,0,1
1,0.2711736617240512,0.015126992566498259,0,0,1,1,0,0,1,0
1,0.32143754712239253,0.15390495017656614,1,0,0,1,0,0,0,1
1,0.2334757476752953,0.17777475888549785,1,0,0,1,0,1,0,0
0,0.4470972606182458,0.025130326360472913,0,1,0,0,1,1,0,0
0,0.2963056044232219,0.01727404957593672,0,0,1,1,0,0,0,1
0,0.2963056044232219,0.015411575213749286,0,0,1,0,1,0,0,1
0,0.2900226187484292,0.014110458666029575,0,0,1,0,1,1,0,0
0,0.01985423473234481,0.29580589980036276,1,0,0,1,0,0,0,1
1,0.6230208595124404,0.4831284260198326,1,0,0,1,0,1,0,0
0,0.2334757476752953,0.0,0,0,1,0,1,0,0,1
1,0.006282985674792663,0.29580589980036276,1,0,0,0,1,0,0,1
1,0.20834380497612465,0.2125586439344078,1,0,0,1,0,1,0,0
0,0.37170143252073384,0.04684488020593009,0,1,0,0,1,1,0,0
1,0.37170143252073384,0.11111839809247648,1,0,0,1,0,1,0,0
1,0.2963056044232219,0.16231419173453318,1,0,0,1,0,1,0,0
1,0.22090977632571,0.5121218935012878,1,0,0,1,0,1,0,0
0,0.32143754712239253,0.050748620223090936,0,1,0,1,0,0,0,1
0,0.34656948982156316,0.015411575213749286,0,0,1,0,1,0,0,1
0,0.5350590600653431,0.05123658772523604,0,1,0,0,1,0,0,1
1,0.32143754712239253,0.015330377421392339,0,0,1,1,0,0,0,1
1,0.2963056044232219,0.050748620223090936,0,1,0,1,0,0,0,1
0,0.6732847449107816,0.027326180120125887,0,1,0,0,1,0,0,1
1,0.38426740387031916,0.32179836714362564,1,0,0,1,0,0,0,1
1,0.49736114601658704,0.2625265161540666,1,0,0,1,0,1,0,0
0,0.2711736617240512,0.014151057562208049,0,0,1,0,1,0,0,1
0,0.33400351847197784,0.015411575213749286,0,0,1,0,1,0,0,1
1,0.37170143252073384,0.024105594605968193,0,1,0,1,0,0,1,0
1,0.2711736617240512,0.056604230248832196,0,1,0,1,0,0,0,1
1,0.4470972606182458,0.2647385704347907,1,0,0,1,0,1,0,0
0,0.7612465443578789,0.012174789178520372,0,0,1,0,1,0,0,1
1,0.4470972606182458,0.025374310111545468,0,1,0,1,0,0,0,1
1,0.38426740387031916,0.04006213192611313,0,0,1,1,0,0,0,1
1,0.19577783362653933,0.11316786160148591,1,0,0,1,0,1,0,0
0,0.5664739884393064,0.055628295244541985,1,0,0,0,1,0,0,1
0,0.4722292033174164,0.2995388511917728,1,0,0,0,1,0,0,1
0,0.19577783362653933,0.03513366015444757,0,0,1,0,1,0,0,1
0,0.35913546117114853,0.12999454257145598,1,0,0,0,1,0,0,1
1,0.5099271173661725,0.2625265161540666,1,0,0,1,0,1,0,0
1,0.5601910027645137,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.5601910027645137,0.06929138530460494,1,0,0,0,1,0,0,1
1,0.01985423473234481,0.050748620223090936,0,1,0,0,1,0,0,1
1,0.2963056044232219,0.5133418122566507,1,0,0,1,0,0,0,1
0,0.34656948982156316,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.3088715757728072,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.4470972606182458,0.025374310111545468,0,1,0,0,1,0,0,1
1,0.2963056044232219,0.025374310111545468,0,1,0,1,0,0,0,1
1,0.49736114601658704,0.025374310111545468,0,1,0,1,0,0,0,1
1,0.032420206081930136,0.031034733136428686,0,0,1,0,1,0,0,1
0,0.5224930887157577,0.016908073949327893,0,0,1,0,1,0,0,1
0,0.2837396330736366,0.01800600082915438,0,0,1,0,1,0,0,1
0,0.18321186227695402,0.014110458666029575,0,0,1,0,1,1,0,0
0,0.3088715757728072,0.034743286152731485,0,0,1,0,1,0,0,1
0,0.34656948982156316,0.018542765081513996,0,0,1,0,1,0,0,1
1,0.2711736617240512,0.10735285047192313,1,0,0,1,0,0,0,1
0,0.4722292033174164,0.025374310111545468,0,1,0,1,0,0,0,1
0,0.49736114601658704,0.05445717323939373,0,0,1,0,1,0,0,1
0,0.35913546117114853,0.05410739813385612,0,1,0,0,1,1,0,0
0,0.5601910027645137,0.028212719478023115,0,0,1,1,0,1,0,0
0,0.4345312892686604,0.013760683560491965,0,0,1,0,1,0,0,1
0,0.37170143252073384,0.014151057562208049,0,0,1,0,1,0,0,1
1,0.7486805730082936,0.14687821814567664,1,0,0,1,0,1,0,0
1,0.2963056044232219,0.13526459159462315,1,0,0,1,0,1,0,0
1,0.3088715757728072,0.1082149914547131,1,0,0,0,1,1,0,0
0,0.22090977632571,0.012678957201736696,0,0,1,0,1,0,0,1
0,0.2334757476752953,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.2711736617240512,0.2647385704347907,1,0,0,0,1,1,0,0
0,0.032420206081930136,0.04113566043083236,0,0,1,1,0,0,0,1
1,0.2711736617240512,0.014151057562208049,0,0,1,1,0,0,0,1
0,0.33400351847197784,0.41282050681475896,1,0,0,0,1,1,0,0
0,0.24604171902488062,0.007831878409428937,0,0,1,0,1,1,0,0
0,0.2334757476752953,0.015175789316712771,0,0,1,0,1,0,0,1
1,0.5224930887157577,0.4440992237022602,1,0,0,1,0,1,0,0
1,0.007288263382759488,0.030725752114070404,0,0,1,1,0,1,0,0
0,0.39683337521990447,0.015468569817999833,0,0,1,0,1,0,0,1
1,0.4345312892686604,0.10149724044618187,1,0,0,1,0,0,0,1
0,0.22090977632571,0.1434624456306609,0,1,0,0,1,0,0,1
0,0.007288263382759488,0.09154270340242172,0,0,1,0,1,0,0,1
1,0.4470972606182458,0.025374310111545468,0,1,0,1,0,0,0,1
1,0.20834380497612465,0.023422440102965045,0,1,0,1,0,1,0,0
1,0.4470972606182458,0.23422440102965048,1,0,0,0,1,0,0,1
1,0.2586076903744659,0.015216388212891242,0,0,1,0,1,0,0,1
0,0.34656948982156316,0.015468569817999833,0,0,1,0,1,0,0,1
1,0.2837396330736366,0.22109807522194713,1,0,0,1,0,1,0,0
1,0.2963056044232219,0.03259622914329302,0,0,1,1,0,0,0,1
0,0.2711736617240512,0.015216388212891242,0,0,1,0,1,0,0,1
0,0.38426740387031916,0.015330377421392339,0,0,1,1,0,0,0,1
0,0.5727569741140991,0.050748620223090936,0,1,0,0,1,0,0,1
0,0.2837396330736366,0.020494635090094415,0,1,0,0,1,0,0,1
1,0.34656948982156316,0.02469115560854232,0,1,0,1,0,0,0,1
1,0.4847951746670017,0.015468569817999833,0,0,1,0,1,0,0,1
0,0.32143754712239253,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.2586076903744659,0.019177122834302632,0,0,1,1,0,0,0,1
0,0.34656948982156316,0.030937139635999665,0,0,1,0,1,0,0,1
0,0.24604171902488062,0.016908073949327893,0,0,1,1,0,0,0,1
0,0.4219653179190751,0.04098927018018883,0,1,0,0,1,0,0,1
0,0.6355868308620256,0.015126992566498259,0,0,1,0,1,0,0,1
1,0.032420206081930136,0.03659756266088288,0,1,0,0,1,0,0,1
0,0.2586076903744659,0.015175789316712771,0,0,1,0,1,0,0,1
1,0.4093993465694898,0.17566830077223786,1,0,0,1,0,0,1,0
1,0.5476250314149284,0.015468569817999833,0,0,1,0,1,0,0,1
1,0.4219653179190751,0.06343577527886367,0,1,0,1,0,0,0,1
1,0.22090977632571,0.025374310111545468,0,1,0,1,0,0,0,1
0,0.37170143252073384,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.12038200552902739,0.04713766070721715,0,0,1,1,0,0,0,1
0,0.2586076903744659,0.015094396337354966,0,0,1,0,1,0,1,0
0,0.35913546117114853,0.015370976317570811,0,0,1,0,1,0,0,1
0,0.34656948982156316,0.028106928123558056,0,0,1,1,0,0,0,1
0,0.22090977632571,0.039452172548431745,0,0,1,0,1,0,0,1
1,0.34656948982156316,0.050748620223090936,0,1,0,1,0,0,0,1
1,0.2334757476752953,0.050748620223090936,0,1,0,1,0,0,0,1
1,0.39683337521990447,0.015712553569072387,0,0,1,0,1,0,0,1
1,0.34656948982156316,0.051822148727810165,1,0,0,0,1,0,0,1
1,0.5224930887157577,0.050748620223090936,0,1,0,1,0,0,0,1
0,0.20834380497612465,0.013907073811135496,0,0,1,0,1,0,0,1
0,0.6230208595124404,0.1091095334796455,1,0,0,0,1,0,0,1
1,0.17064589092736868,0.23422440102965048,1,0,0,1,0,0,0,1
0,0.2586076903744659,0.06709553154495196,0,0,1,1,0,0,0,1
1,0.2963056044232219,0.03659756266088288,0,1,0,1,0,0,0,1
0,0.7989444584066349,0.5133418122566507,1,0,0,0,1,0,0,1
0,0.38426740387031916,0.020494635090094415,0,1,0,0,1,0,0,1
1,0.5601910027645137,0.05123658772523604,0,1,0,1,0,0,0,1
0,0.24604171902488062,0.018542765081513996,0,0,1,0,1,0,0,1
0,0.3088715757728072,0.015175789316712771,0,0,1,0,1,0,0,1
1,0.34656948982156316,0.025374310111545468,0,1,0,1,0,0,0,1
1,0.04498617743151546,0.15977676072337862,1,0,0,0,1,0,0,1
1,0.15807991957778336,0.038061465167318204,0,1,0,1,0,0,0,1
1,0.4219653179190751,0.051822148727810165,1,0,0,0,1,0,0,1
1,0.05755214878110078,0.03758969818624431,0,0,1,1,0,1,0,0
1,0.648152802211611,0.05953203526170282,1,0,0,0,1,0,0,1
0,0.4470972606182458,0.05416439273810667,0,1,0,0,1,0,0,1
0,0.37170143252073384,0.05416439273810667,1,0,0,0,1,1,0,0
1,0.610454888162855,0.17391981561855152,1,0,0,0,1,1,0,0
1,0.35913546117114853,0.015411575213749286,0,0,1,0,1,1,0,0
0,0.8115104297562202,0.051822148727810165,1,0,0,0,1,0,0,1
1,0.6230208595124404,0.020494635090094415,0,1,0,1,0,0,0,1
1,0.5978889168132697,0.051822148727810165,1,0,0,0,1,0,0,1
0,0.4219653179190751,0.015712553569072387,0,0,1,0,1,0,0,1
0,0.5853229454636844,0.07514699533034619,1,0,0,0,1,0,0,1
0,0.5978889168132697,0.025374310111545468,0,1,0,0,1,0,0,1
0,0.4722292033174164,0.013760683560491965,0,0,1,0,1,0,0,1
0,0.6984166876099522,0.051822148727810165,1,0,0,0,1,0,0,1
1,0.0041467705453631576,0.03758969818624431,0,0,1,1,0,1,0,0
0,0.4722292033174164,0.016908073949327893,0,0,1,0,1,0,0,1
1,0.4093993465694898,0.05416439273810667,0,1,0,1,0,0,0,1
1,0.2837396330736366,0.026919605597338588,0,1,0,1,0,1,0,0
0,0.2711736617240512,0.019201521209409888,0,0,1,1,0,0,0,1
0,0.4219653179190751,0.04098927018018883,0,1,0,0,1,0,0,1
0,0.35913546117114853,0.013752485706455927,0,0,1,0,1,0,0,1
0,0.2711736617240512,0.014679623960531627,0,0,1,0,1,0,0,1
1,0.01985423473234481,0.023983602730431916,0,0,1,1,0,0,0,1
0,0.10781603417944208,0.09154270340242172,0,0,1,0,1,0,0,1
0,0.6230208595124404,0.015712553569072387,0,0,1,0,1,0,0,1
1,0.7863784870570495,0.018713553707264782,0,0,1,1,0,0,0,1
1,0.3088715757728072,0.17777475888549785,1,0,0,0,1,1,0,0
